Datetime,Price,Volume,VolOsc,VolOscNorm,Volatility,PredictedVolatility
2023-08-14 10:15:00+05:30,1608.300048828125,1623989,-31492.5,-0.16576131305294992,11.50526407802709,11.137245680338669
2023-08-14 11:15:00+05:30,1611.699951171875,1400425,-98338.5,-0.19280327530439978,11.137245680338669,10.71079518641219
2023-08-14 12:15:00+05:30,1609.9000244140625,1742312,-189140.3571428568,-0.2295363691801542,10.71079518641219,10.49916174026113
2023-08-14 13:15:00+05:30,1611.8499755859375,2578429,-359892.7142857141,-0.29861273569727165,10.49916174026113,9.919513562152503
2023-08-14 14:15:00+05:30,1610.3499755859375,4222334,-412418.07142857136,-0.31986140764624493,9.919513562152503,8.705534177170698
2023-08-14 15:15:00+05:30,1608.5,1316447,-439414.17857142864,-0.33078244570825677,8.705534177170698,10.026732243299886
2023-08-16 09:15:00+05:30,1595.0999755859375,4886065,-393444.07142857136,-0.31218564257789366,10.026732243299886,9.782516587162116
2023-08-16 10:15:00+05:30,1597.9000244140625,3071116,-322314.8571428568,-0.28341094360279295,9.782516587162116,10.112178104342833
2023-08-16 11:15:00+05:30,1592.6500244140625,1261191,-311559.32142857136,-0.2790598860858162,10.112178104342833,9.382288497314851
2023-08-16 12:15:00+05:30,1597.0,2209478,-263958.7857142859,-0.25980350739547575,9.382288497314851,8.481795335057932
2023-08-16 13:15:00+05:30,1601.5,2294518,-234545.71428571455,-0.24790470765771094,8.481795335057932,7.821937028772125
2023-08-16 14:15:00+05:30,1606.699951171875,2606258,-247669.57142857136,-0.2532138488097702,7.821937028772125,6.455132641437982
2023-08-16 15:15:00+05:30,1604.0,738345,-242028.0,-0.2509316006332109,6.455132641437982,6.530804195057584
2023-08-17 09:15:00+05:30,1600.550048828125,4243399,-90478.03571428545,-0.18962339350903187,6.530804195057584,6.541141802069576
2023-08-17 10:15:00+05:30,1608.5,4244689,71439.82142857183,-0.12412094638141317,6.541141802069576,6.176066084727833
2023-08-17 11:15:00+05:30,1601.550048828125,3410523,201465.17857142817,-0.07152033004553056,6.176066084727833,6.152754466475934
2023-08-17 12:15:00+05:30,1595.949951171875,3080207,310795.67857142864,-0.02729163642239449,6.152754466475934,5.565944825671604
2023-08-17 13:15:00+05:30,1598.449951171875,3533005,439979.3571428568,0.024968486239125925,5.565944825671604,5.0046279624846495
2023-08-17 14:15:00+05:30,1597.300048828125,6634077,582856.9642857141,0.08276836744270777,5.0046279624846495,4.588028944196691
2023-08-17 15:15:00+05:30,1595.300048828125,1294471,589790.1785714286,0.08557313839378197,4.588028944196691,6.882043416295037
2023-08-18 09:15:00+05:30,1590.5,2715557,446059.25,0.02742805350022945,5.064333191820372,5.2274988396116955
2023-08-18 10:15:00+05:30,1594.199951171875,1572903,366345.75,-0.004819342872492166,5.2274988396116955,5.394405516738896
2023-08-18 11:15:00+05:30,1591.0,945580,355893.53571428545,-0.009047694369341025,5.394405516738896,5.950430315976838
2023-08-18 12:15:00+05:30,1589.300048828125,1373604,313673.57142857136,-0.0261274101409929,5.950430315976838,6.393673161193526
2023-08-18 13:15:00+05:30,1588.5,2579148,303357.67857142864,-0.03030061400110204,6.393673161193526,5.95656324682125
2023-08-18 14:15:00+05:30,1591.300048828125,2744784,317083.6071428573,-0.024747910140068163,5.95656324682125,5.811555712262407
2023-08-18 15:15:00+05:30,1588.699951171875,882069,332253.8928571432,-0.018610904281386592,5.811555712262407,5.626568208898096
2023-08-21 09:15:00+05:30,1592.4000244140625,0,29153.96428571455,-0.1412273185297444,5.626568208898096,3.9531359505413532
2023-08-21 10:15:00+05:30,1595.1500244140625,1335854,-168329.42857142864,-0.2211174907903301,3.9531359505413532,3.21848797122702
2023-08-21 11:15:00+05:30,1593.699951171875,1836880,-296320.17857142864,-0.2728950246747025,3.21848797122702,3.1041285717447495
2023-08-21 12:15:00+05:30,1592.449951171875,1270919,-408719.57142857136,-0.318365211951858,3.1041285717447495,2.633564697903704
2023-08-21 13:15:00+05:30,1591.949951171875,1799209,-504732.8571428573,-0.3572065434888743,2.633564697903704,2.289708253941123
2023-08-21 14:15:00+05:30,1589.5,1641808,-769161.857142857,-0.4641789731957922,2.289708253941123,2.2401146637122746
2023-08-21 15:15:00+05:30,1588.0,741794,-788115.4642857143,-0.4718464885128786,2.2401146637122746,2.2558794938748044
2023-08-22 09:15:00+05:30,1590.0,0,-807581.5,-0.47972130230833515,2.2558794938748044,2.1441080131122323
2023-08-22 10:15:00+05:30,1588.949951171875,1901093,-742352.8214285711,-0.4533336132373281,2.1441080131122323,2.1761107092191847
2023-08-22 11:15:00+05:30,1589.3499755859375,1763366,-701874.3571428573,-0.4369584059966415,2.1761107092191847,2.235802449323503
2023-08-22 12:15:00+05:30,1588.3499755859375,1449516,-669310.5714285714,-0.4237850124644927,2.235802449323503,2.3271571300062686
2023-08-22 13:15:00+05:30,1587.449951171875,2951658,-666172.0,-0.42251533095632604,2.3271571300062686,2.928950026384246
2023-08-22 14:15:00+05:30,1583.75,3735458,-635738.1428571427,-0.41020358132249357,2.928950026384246,3.7093587808526878
2023-08-22 15:15:00+05:30,1581.449951171875,1168115,-630655.2142857143,-0.40814732720773156,3.7093587808526878,5.274791714162535
2023-08-23 09:15:00+05:30,1574.8499755859375,4059425,-334125.7857142857,-0.28818895103155684,5.274791714162535,5.088445945373299
2023-08-23 10:15:00+05:30,1582.300048828125,3202928,-163557.60714285704,-0.21918709233803538,5.088445945373299,4.968391810326024
2023-08-23 11:15:00+05:30,1581.25,2460679,-85077.53571428568,-0.18743866866178674,4.968391810326024,4.673716572796115
2023-08-23 12:15:00+05:30,1584.300048828125,2391944,19576.5,-0.14510179759623906,4.673716572796115,4.350170337064391
2023-08-23 13:15:00+05:30,1587.0,2013309,89144.21428571432,-0.11695878973288243,4.350170337064391,4.213874613885289
2023-08-23 14:15:00+05:30,1586.75,3504139,333951.35714285704,-0.017924210011909608,4.213874613885289,4.240844480794482
2023-08-23 15:15:00+05:30,1588.5,614536,349144.8928571427,-0.01177779856991204,4.240844480794482,4.631412075598907
2023-08-24 09:15:00+05:30,1593.550048828125,4648590,612150.142857143,0.09461866557802714,4.631412075598907,4.538711985784685
2023-08-24 10:15:00+05:30,1586.5,1571080,588642.892857143,0.08510901403365059,4.538711985784685,4.3982424646426646
2023-08-24 11:15:00+05:30,1584.25,2603086,589426.25,0.08542591428626922,4.3982424646426646,4.385417692182172
2023-08-24 12:15:00+05:30,1581.4000244140625,2438716,622043.6785714284,0.09862100856517791,4.385417692182172,4.401105728567174
2023-08-24 13:15:00+05:30,1580.8499755859375,3266871,619997.3571428573,0.09779318720225783,4.401105728567174,4.4457332121385695
2023-08-24 14:15:00+05:30,1581.699951171875,5626647,652158.6071428568,0.11080373844630281,4.4457332121385695,6.668599818207854
2023-08-24 15:15:00+05:30,1579.5999755859375,1416255,650804.8214285714,0.1102560763246761,4.550530846015873,5.191747294745419
2023-08-25 09:15:00+05:30,1571.050048828125,2272564,442008.8928571427,0.0257895170887458,5.191747294745419,7.626405617355759
2023-08-25 10:15:00+05:30,1562.6500244140625,1979840,331645.9642857141,-0.01885683644606606,7.626405617355759,8.676920380258311
2023-08-25 11:15:00+05:30,1566.6500244140625,2797574,321399.3928571427,-0.023001996931034663,8.676920380258311,9.813274487373725
2023-08-25 12:15:00+05:30,1563.300048828125,2503605,285350.67857142864,-0.037585187711748264,9.813274487373725,10.812085019090995
2023-08-25 13:15:00+05:30,1560.199951171875,1903395,273778.75,-0.04226650978943501,10.812085019090995,11.257019587770515
2023-08-25 14:15:00+05:30,1561.6500244140625,2873979,184761.21428571455,-0.0782777721013579,11.257019587770515,11.445651508841328
2023-08-25 15:15:00+05:30,1559.199951171875,699691,192347.39285714272,-0.07520885018289879,11.445651508841328,9.96887763562367
2023-08-28 09:15:00+05:30,1568.800048828125,0,-139694.75,-0.20953358304699507,9.96887763562367,9.097680064760619
2023-08-28 10:15:00+05:30,1574.300048828125,2021277,-111830.10714285728,-0.19826118648934038,9.097680064760619,13.646520097140929
2023-08-28 11:15:00+05:30,1574.6500244140625,1877747,-167725.07142857136,-0.2208730034157147,8.363625188941503,7.940870554481023
2023-08-28 12:15:00+05:30,1576.1500244140625,1889606,-222664.71428571455,-0.2430983534478932,7.940870554481023,7.783491698155449
2023-08-28 13:15:00+05:30,1579.25,2228796,-270996.42857142864,-0.2626505240080186,7.783491698155449,7.325080033229298
2023-08-28 14:15:00+05:30,1577.0,2844980,-437884.1428571427,-0.33016348319697575,7.325080033229298,7.145359783092775
2023-08-28 15:15:00+05:30,1577.75,0,-497326.8214285716,-0.35421049678123884,7.145359783092775,8.549930010752146
2023-08-29 09:15:00+05:30,1587.0,3220668,-399649.5,-0.3146959942097436,8.549930010752146,9.00639805197607
2023-08-29 10:15:00+05:30,1584.8499755859375,1723973,-365105.89285714296,-0.3007216813056648,9.00639805197607,9.781431373011872
2023-08-29 11:15:00+05:30,1588.0999755859375,1337938,-429267.7142857143,-0.32667778268877956,9.781431373011872,10.075618473099054
2023-08-29 12:15:00+05:30,1588.949951171875,2601538,-429758.00000000023,-0.3268761234687536,10.075618473099054,9.674570017517574
2023-08-29 13:15:00+05:30,1589.5,2678695,-398143.2142857141,-0.31408663955238764,9.674570017517574,9.024730249282976
2023-08-29 14:15:00+05:30,1590.1500244140625,5059485,-297583.7142857141,-0.2734061769514141,9.024730249282976,7.32925880120775
2023-08-29 15:15:00+05:30,1591.199951171875,1142301,-284817.4642857141,-0.2682417026284543,7.32925880120775,6.772662852102547
2023-08-30 09:15:00+05:30,1592.550048828125,2477279,-30322.142857142724,-0.1652878553490056,6.772662852102547,6.845438146846215
2023-08-30 10:15:00+05:30,1595.1500244140625,1640019,-60016.964285714086,-0.1773006345749125,6.845438146846215,6.35212174351106
2023-08-30 11:15:00+05:30,1592.050048828125,1181923,-58962.857142857276,-0.17687420478754873,6.35212174351106,5.824636684065648
2023-08-30 12:15:00+05:30,1592.8499755859375,1477272,-54078.0,-0.17489807872973118,5.824636684065648,5.37094444545312
2023-08-30 13:15:00+05:30,1591.3499755859375,1908096,-28457.464285714086,-0.16453351600873603,5.37094444545312,4.995603753486346
2023-08-30 14:15:00+05:30,1579.449951171875,3782192,104359.64285714272,-0.11080352172779315,4.995603753486346,4.7931470614544995
2023-08-30 15:15:00+05:30,1579.0,1571471,211064.14285714272,-0.06763715334285114,4.7931470614544995,7.189720592181749
